Draw Date,Winning Numbers1,Winning Numbers2,Winning Numbers3,Winning Numbers4,Winning Numbers5,Winning Numbers6,Winning Numbers7,Winning Numbers8,Winning Numbers9,Winning Numbers10,Winning Numbers11,Winning Numbers12,Winning Numbers13,Winning Numbers14,Winning Numbers15,Winning Numbers16,Winning Numbers17,Winning Numbers18,Winning Numbers19,Winning Numbers20
2/26/02,01,07,09,11,12,18,25,26,29,30,44,56,59,60,63,66,68,70,75,77
2/25/02,08,12,13,20,24,28,32,35,42,45,55,56,59,62,63,70,72,75,77,79
2/24/02,01,05,08,10,12,14,20,21,24,26,27,37,39,41,42,43,52,56,58,78
2/23/02,02,06,08,09,12,20,27,35,37,38,39,42,43,54,63,65,66,70,71,79
2/22/02,06,12,23,24,26,28,29,31,33,34,35,40,41,44,46,54,61,63,76,78
2/21/02,05,12,13,14,15,23,24,28,31,34,40,42,44,49,52,54,56,60,68,77
2/20/02,01,03,11,14,15,20,29,34,44,47,49,53,55,56,63,67,68,69,71,74
2/19/02,02,04,05,06,11,12,15,33,37,38,40,41,45,47,60,67,68,69,74,78
2/18/02,09,10,14,17,18,20,24,30,32,40,41,42,44,54,58,62,65,77,79,80
2/17/02,01,04,14,18,25,26,27,28,34,35,39,41,43,45,46,51,54,61,66,78
2/16/02,04,10,21,22,29,35,40,43,48,51,56,57,58,60,61,63,67,69,70,78
2/15/02,01,04,07,10,15,18,23,26,37,39,40,42,44,59,60,66,67,69,70,73
2/14/02,01,04,13,15,21,23,35,36,47,49,50,53,54,55,56,57,59,65,69,78
2/13/02,02,03,10,12,13,15,17,18,19,26,29,31,34,42,50,54,56,57,75,76
2/12/02,01,02,08,10,13,21,22,23,26,33,42,44,45,52,56,58,62,65,69,74
2/11/02,08,18,21,22,23,30,32,35,37,41,42,46,58,59,60,61,64,66,78,79
2/10/02,03,04,08,09,12,16,20,29,36,38,49,51,52,60,62,67,69,75,78,80
2/9/02,03,06,08,09,13,15,33,36,41,45,46,53,54,55,58,60,64,73,75,79
2/8/02,01,03,05,12,15,20,23,27,32,35,40,43,52,53,59,61,66,68,73,74
2/7/02,06,12,13,15,23,25,27,28,33,44,48,52,53,55,59,65,66,71,73,79
2/6/02,02,11,14,17,22,24,27,32,37,41,48,53,58,66,68,71,73,74,75,76
2/5/02,04,05,06,10,13,16,20,23,27,30,31,34,37,52,60,69,70,73,76,77
2/4/02,02,14,15,20,23,24,26,28,32,39,41,47,49,53,54,55,56,61,63,65
2/3/02,01,07,09,10,11,12,13,14,15,20,26,27,30,31,59,60,63,70,73,77
2/2/02,01,03,04,12,14,23,25,27,31,33,36,41,48,52,56,58,65,66,71,76
2/1/02,01,02,06,10,13,17,26,27,36,39,48,50,57,65,67,71,73,75,77,79
1/31/02,02,04,13,17,22,23,27,36,38,46,49,50,55,56,57,62,64,66,68,77
1/30/02,03,10,13,18,19,21,24,26,40,41,57,58,60,64,67,72,73,74,76,80
1/29/02,02,03,04,05,11,14,24,29,30,32,36,47,50,55,58,62,64,65,67,78
1/28/02,06,10,14,21,24,25,28,48,52,56,57,58,60,61,66,67,71,74,75,79
1/27/02,02,03,04,07,15,16,23,35,41,45,50,52,56,57,59,62,68,72,77,80
1/26/02,02,05,08,10,12,13,14,18,19,23,31,34,44,58,66,67,73,74,75,78
1/25/02,01,03,05,08,13,17,19,20,22,31,32,34,36,42,43,47,52,53,67,70
1/24/02,01,10,14,30,33,36,44,46,48,50,51,52,53,63,64,65,67,71,75,79
1/23/02,09,12,13,17,21,26,27,28,44,46,56,67,68,70,71,73,74,75,77,80
1/22/02,13,14,15,17,27,44,46,47,49,51,52,57,59,62,63,71,72,73,77,80
1/21/02,06,07,10,15,16,21,23,29,35,38,40,53,56,58,64,69,75,77,78,79
1/20/02,05,06,15,19,21,26,29,37,38,41,47,48,50,54,59,66,69,74,75,80
1/19/02,04,05,10,12,15,24,25,26,28,29,32,33,36,47,56,58,70,71,73,77
1/18/02,05,06,07,18,19,21,34,37,40,41,44,52,55,58,59,60,61,73,75,77
1/17/02,01,05,10,11,17,20,21,25,26,30,36,37,44,55,58,65,66,68,69,73
1/16/02,01,03,05,13,16,21,22,24,27,36,37,42,47,52,53,55,56,59,78,80
1/15/02,01,02,04,16,18,19,22,26,27,29,30,32,38,40,47,49,54,57,59,80
1/14/02,04,08,10,18,22,24,30,32,35,38,41,53,62,63,64,75,77,78,79,80
1/13/02,02,04,08,17,18,22,26,27,30,31,35,39,40,41,47,48,54,71,77,78
1/12/02,01,02,12,15,17,23,24,25,28,31,35,37,38,39,40,41,52,66,69,77
1/11/02,01,03,07,13,18,20,21,34,41,42,46,47,55,57,59,65,70,75,76,79
1/10/02,02,09,10,16,20,24,26,34,35,37,38,40,42,43,45,53,59,60,61,74
1/9/02,02,06,12,14,15,19,24,29,30,32,33,37,40,43,47,69,76,77,78,79
1/8/02,01,02,11,12,13,14,22,24,26,30,33,34,46,48,54,59,65,67,71,78
1/7/02,01,02,08,10,11,17,18,21,34,41,53,54,58,61,66,70,71,73,74,75
1/6/02,01,02,03,13,21,24,28,29,34,39,41,49,50,52,57,58,59,64,67,80
1/5/02,14,18,20,23,24,26,27,34,38,42,46,49,50,52,57,60,64,69,77,79
1/4/02,04,05,11,12,14,15,16,36,41,47,49,51,53,55,58,64,71,72,77,79
1/3/02,02,07,13,18,19,21,23,26,27,40,41,43,44,45,52,54,67,68,74,75
1/2/02,06,09,12,14,15,17,19,24,27,36,42,43,47,49,53,54,59,63,74,79
1/1/02,05,06,07,09,10,23,26,27,28,35,41,48,52,55,58,61,65,69,76,80
12/31/01,04,09,12,16,17,23,33,36,38,39,44,51,54,57,60,63,64,67,73,77
12/30/01,03,04,08,17,37,40,41,44,52,57,58,59,60,63,64,66,72,75,78,79
12/29/01,03,07,16,18,24,25,26,29,34,39,43,45,46,57,63,66,68,69,70,74
12/28/01,06,07,12,13,14,29,31,32,33,34,38,41,46,49,53,56,58,70,74,79
12/27/01,03,09,12,14,18,23,27,32,34,35,39,41,52,53,57,58,59,61,63,79
12/26/01,04,05,08,12,13,14,16,19,21,27,30,44,50,53,59,60,61,62,68,80
12/24/01,01,04,15,16,23,24,29,31,32,34,40,45,47,50,53,55,61,62,75,80
12/23/01,02,03,07,11,13,15,16,25,33,35,36,40,41,42,49,52,53,59,77,80
12/22/01,05,06,09,16,17,27,31,37,47,52,54,55,58,59,61,66,75,76,78,79
12/21/01,01,08,13,14,15,17,19,24,31,36,37,38,47,51,59,69,71,75,76,80
12/20/01,06,07,08,10,19,26,28,30,37,40,44,45,49,62,64,68,70,71,76,78
12/19/01,01,02,10,11,16,20,23,27,28,34,38,41,46,49,63,75,76,78,79,80
12/18/01,01,05,12,13,15,18,27,29,32,35,40,46,47,49,50,53,54,61,72,79
12/17/01,01,06,12,15,17,29,30,34,44,49,50,51,52,53,61,64,67,72,77,80
12/16/01,06,08,15,20,22,23,24,25,29,30,34,37,48,49,55,59,61,63,70,75
12/15/01,04,14,18,22,24,26,33,35,37,41,46,47,53,56,60,68,74,77,78,80
12/14/01,01,03,06,08,18,25,36,38,40,44,46,47,48,53,54,61,66,68,72,77
12/13/01,02,03,05,08,20,37,41,42,45,46,49,51,52,58,61,66,67,70,75,80
12/12/01,02,06,07,13,17,18,20,28,39,46,48,55,59,61,62,66,68,78,79,80
12/11/01,10,14,15,19,25,27,28,29,32,33,36,37,40,46,54,56,60,62,72,78
12/10/01,01,03,07,10,12,19,20,35,40,54,57,59,60,61,62,63,64,69,71,78
12/9/01,08,13,18,20,25,32,35,36,41,47,50,52,54,57,61,62,73,76,77,78
12/8/01,02,03,06,10,11,18,23,24,26,29,41,42,49,51,55,64,66,70,78,79
12/7/01,12,13,14,17,21,27,32,34,36,41,46,49,60,61,65,66,68,70,73,78
12/6/01,02,05,07,12,15,22,34,41,44,47,50,54,55,59,66,69,72,75,76,79
12/5/01,01,06,10,12,14,16,18,20,22,52,59,61,63,64,66,67,68,73,77,78
12/4/01,03,09,17,23,31,35,36,40,46,48,51,54,57,60,65,67,68,72,73,74
12/3/01,02,03,06,09,12,14,16,22,24,28,36,37,39,42,44,53,56,60,67,73
12/2/01,07,08,09,11,14,16,17,18,20,24,26,35,37,48,51,56,65,67,71,75
12/1/01,07,09,12,18,20,23,29,30,31,36,38,40,45,59,66,70,71,74,76,77
11/30/01,18,20,25,26,27,29,33,35,36,39,40,54,62,63,66,68,69,70,77,79
11/29/01,07,09,10,16,23,30,35,38,40,45,52,53,57,58,60,61,62,67,68,70
11/28/01,01,03,17,33,34,35,36,40,41,46,48,53,58,60,64,68,71,73,77,78
11/27/01,05,09,20,22,24,25,28,32,52,53,54,58,59,69,72,73,74,76,77,79
11/26/01,01,03,06,09,15,16,19,22,27,29,35,36,41,46,49,51,61,65,66,74
11/25/01,11,14,16,22,27,32,34,49,52,54,56,57,59,60,61,67,69,71,78,80
11/24/01,06,11,13,19,26,27,29,31,34,37,44,52,53,56,57,60,64,70,71,78
11/23/01,03,12,16,18,23,38,42,46,51,55,57,58,61,63,64,66,67,70,72,74
11/22/01,02,04,08,12,15,16,23,24,30,36,43,44,47,63,68,70,73,74,77,79
11/21/01,02,03,19,22,27,35,36,38,40,45,48,50,58,64,65,67,71,76,77,80
11/20/01,04,05,07,26,34,41,44,45,46,50,51,54,58,61,67,70,75,76,77,79
11/19/01,01,02,08,09,10,17,18,20,24,25,26,27,45,50,52,54,55,65,70,77
11/18/01,03,11,15,17,18,21,23,26,33,38,42,43,44,48,50,57,60,71,75,78
11/17/01,03,06,09,12,25,31,34,36,42,48,54,57,59,61,63,64,70,72,73,78
11/16/01,02,03,10,11,19,21,26,32,37,41,44,45,55,56,58,61,66,71,72,80
11/15/01,01,05,14,16,20,26,27,29,30,33,34,45,48,54,57,61,62,65,67,71
11/14/01,05,10,12,13,14,15,18,22,40,47,50,56,57,61,68,69,72,73,77,79
11/13/01,01,04,09,12,14,16,21,22,24,29,31,34,35,43,61,65,67,70,71,75
11/12/01,12,13,16,17,24,25,27,32,44,46,47,50,51,56,58,59,67,74,76,78
11/11/01,04,18,19,23,26,27,28,31,39,40,41,43,45,49,50,54,69,71,72,79
11/10/01,04,06,11,14,16,21,22,27,28,29,36,39,41,45,48,54,66,70,73,74
11/9/01,02,06,09,10,14,16,20,28,29,35,36,45,46,52,59,65,69,70,71,76
11/8/01,05,07,08,09,12,13,20,22,24,26,36,38,41,54,55,62,63,71,73,79
11/7/01,01,02,09,21,23,25,33,34,42,46,47,49,50,63,67,71,74,75,78,79
11/6/01,03,11,14,15,16,22,24,27,30,32,36,38,40,47,52,62,63,66,67,79
11/5/01,02,05,11,27,28,29,30,33,35,37,42,43,56,57,63,64,65,66,67,78
11/4/01,02,04,05,08,11,16,19,32,34,38,41,44,45,46,51,65,69,71,73,74
11/3/01,01,12,15,16,20,32,33,38,39,42,44,47,48,49,50,52,70,74,77,78
11/2/01,01,04,10,12,16,20,21,22,25,44,46,47,48,51,59,62,64,65,73,75
11/1/01,05,06,11,13,19,28,29,30,37,38,43,46,51,53,54,56,60,66,68,69
10/31/01,07,21,26,29,30,33,34,37,40,41,51,53,58,60,62,68,70,72,74,76
10/30/01,05,09,16,19,21,27,28,33,37,38,39,44,50,51,52,68,69,73,74,77
10/29/01,09,13,14,18,19,34,36,37,41,50,51,55,58,60,61,65,72,75,77,80
10/28/01,01,06,09,12,15,17,27,28,29,39,44,50,51,55,56,57,60,66,77,79
10/27/01,02,07,10,12,14,21,30,31,36,39,43,45,46,47,54,58,59,62,72,76
10/26/01,01,02,03,04,06,08,18,21,22,23,33,38,40,48,49,51,53,54,64,71
10/25/01,10,13,18,21,26,30,42,44,46,48,54,55,57,58,59,64,67,74,75,76
10/24/01,01,04,07,09,15,18,23,24,33,37,42,47,48,62,65,66,71,72,76,79
10/23/01,04,05,09,10,19,20,31,34,37,38,42,44,50,58,64,66,70,72,74,77
10/22/01,06,15,16,17,18,21,22,30,31,32,34,41,43,47,49,57,73,74,79,80
10/21/01,04,05,08,13,26,28,29,32,34,38,39,40,44,47,55,58,59,67,76,80
10/20/01,02,04,09,14,18,21,26,27,30,42,46,53,55,56,62,63,67,69,74,75
10/19/01,09,15,16,17,25,28,29,30,42,49,53,58,62,64,65,68,69,70,77,80
10/18/01,10,13,25,31,36,37,38,39,40,41,44,46,52,58,60,65,71,73,75,76
10/17/01,08,10,12,30,33,35,39,48,49,51,53,54,55,61,67,68,71,76,78,80
10/16/01,04,09,10,20,24,27,30,32,40,44,45,46,47,59,62,66,70,73,74,78
10/15/01,01,02,12,14,18,20,22,26,28,30,33,40,43,52,53,58,60,68,75,80
10/14/01,01,02,04,05,08,09,13,16,26,28,29,35,36,39,43,45,46,49,65,76
10/13/01,02,03,14,17,18,19,26,35,38,41,46,47,49,53,57,59,65,73,75,80
10/12/01,06,07,11,15,29,32,34,40,42,45,49,53,63,66,67,68,73,75,76,79
10/11/01,01,03,04,15,19,26,31,33,39,43,46,49,63,64,65,69,71,76,77,79
10/10/01,03,04,16,17,18,20,23,24,27,35,36,39,41,42,45,47,57,64,66,75
10/9/01,08,11,12,14,18,21,24,25,26,32,34,35,38,43,44,45,51,67,70,77
10/8/01,03,04,09,11,16,17,18,29,31,33,34,38,42,47,48,58,62,63,69,71
10/7/01,05,09,14,15,25,26,29,34,37,39,41,47,54,56,57,63,66,71,77,78
10/6/01,02,03,11,12,14,15,16,17,20,23,27,33,35,39,45,46,52,58,77,80
10/5/01,04,06,10,16,18,22,23,34,36,40,48,52,53,57,60,61,65,69,75,80
10/4/01,02,05,07,09,12,15,18,20,22,26,30,33,36,37,39,41,48,50,59,79
10/3/01,01,02,04,08,09,13,17,29,31,34,41,45,46,49,51,68,72,75,78,80
10/2/01,13,14,20,24,28,30,32,33,34,40,42,44,52,55,56,61,65,68,77,78
10/1/01,02,14,17,18,25,29,30,34,36,43,49,53,57,60,61,66,68,75,77,78
9/30/01,05,08,12,16,17,28,30,43,44,47,55,57,61,62,64,65,68,76,77,80
9/29/01,02,06,08,10,17,18,20,23,26,29,34,36,39,41,50,57,63,71,79,80
9/28/01,01,02,03,05,11,14,22,25,38,39,42,49,58,61,63,65,73,77,79,80
9/27/01,05,07,09,21,24,27,28,36,40,43,45,48,49,53,54,56,58,59,74,78
9/26/01,02,08,11,14,21,26,29,41,42,46,51,52,56,58,61,63,67,69,76,80
9/25/01,05,06,07,08,09,16,19,29,32,40,41,45,46,48,57,66,71,72,76,78
9/24/01,14,18,23,33,34,38,42,44,46,47,49,56,57,58,62,67,68,71,73,74
9/23/01,01,14,16,20,24,28,31,33,37,42,47,51,52,54,56,64,73,75,79,80
9/22/01,01,02,06,08,12,18,23,24,26,29,30,33,34,44,46,56,61,65,71,80
9/21/01,03,06,17,21,22,24,33,44,45,54,56,58,59,60,61,63,68,73,76,79
9/20/01,05,14,24,25,26,31,34,35,37,38,44,45,50,54,63,65,70,72,74,79
9/19/01,08,09,10,13,15,20,26,38,39,42,47,49,55,66,72,73,74,77,79,80
9/18/01,01,02,06,09,10,13,30,35,36,40,41,44,45,57,58,63,64,71,73,79
9/17/01,02,04,07,17,19,20,26,28,37,39,46,47,51,56,62,67,70,72,73,79
9/16/01,01,20,23,33,35,39,40,41,43,44,45,46,49,55,56,57,61,63,65,78
9/15/01,07,18,20,22,27,28,31,37,39,42,45,48,52,53,55,56,58,74,76,78
9/14/01,03,06,07,09,10,17,19,21,24,31,33,35,38,45,53,57,61,62,73,80
9/13/01,05,06,11,12,18,22,25,29,35,36,40,42,47,51,65,70,72,76,77,80
9/12/01,02,03,04,06,28,29,34,36,38,39,43,45,46,57,65,68,69,73,77,80
9/11/01,06,07,08,22,23,27,30,35,42,48,50,53,59,67,69,70,71,73,76,77
9/10/01,02,03,06,11,22,25,31,39,40,46,47,52,67,68,74,75,76,77,78,80
9/9/01,03,04,07,12,23,27,30,33,35,38,47,49,53,59,64,66,68,72,73,77
9/8/01,04,08,11,17,23,26,27,29,38,51,54,55,59,60,62,67,68,73,77,78
9/7/01,04,06,08,10,14,25,27,30,31,32,34,37,39,41,42,45,46,72,73,76
9/6/01,01,03,11,12,24,33,39,51,54,58,61,63,64,66,72,74,75,76,78,79
9/5/01,01,18,24,25,29,32,37,38,39,41,42,43,50,52,56,57,63,75,78,79
9/4/01,03,07,13,16,17,28,29,33,34,36,44,50,62,64,69,70,71,74,76,80
9/3/01,02,06,07,13,14,18,22,23,24,27,29,30,38,42,43,49,51,55,63,71
9/2/01,01,02,05,09,10,19,30,32,34,40,42,43,53,56,58,59,69,70,73,77
9/1/01,01,08,10,13,19,23,25,26,33,37,41,43,46,47,49,56,63,65,72,80
8/31/01,03,06,12,16,22,24,25,26,28,30,34,47,51,52,54,57,59,62,65,79
8/30/01,03,10,11,12,13,15,18,23,28,29,30,33,34,36,43,44,45,58,62,79
8/29/01,05,10,16,27,33,34,37,38,39,40,46,48,49,52,54,63,67,70,74,79
8/28/01,06,18,20,25,30,32,37,42,44,49,51,56,57,58,61,65,68,76,78,80
8/27/01,04,07,11,13,18,20,24,26,30,39,40,43,46,52,54,58,59,60,65,78
8/26/01,08,24,25,30,38,39,42,43,44,48,49,52,54,64,67,68,71,72,76,80
8/25/01,01,02,04,11,16,17,18,21,27,31,34,35,42,50,62,68,71,72,75,79
8/24/01,01,09,10,11,13,16,22,27,35,36,39,45,48,50,56,57,61,62,63,70
8/23/01,05,06,08,11,12,18,20,21,25,27,31,36,38,44,59,66,71,73,75,76
8/22/01,11,12,23,24,30,34,37,39,40,42,47,50,54,56,59,66,69,72,73,76
8/21/01,03,07,13,15,20,21,26,31,35,42,44,45,47,56,60,69,71,75,78,79
8/20/01,05,07,13,14,19,28,29,30,38,40,45,47,49,57,58,59,65,68,71,79
8/19/01,01,08,12,17,22,29,30,44,46,47,51,53,56,60,61,62,64,73,79,80
8/18/01,01,02,03,14,20,23,25,36,39,42,47,53,56,57,60,62,64,71,77,78
8/17/01,02,04,10,14,19,20,21,23,31,32,38,39,46,51,54,60,61,70,72,80
8/16/01,02,05,10,11,12,13,20,23,34,42,48,58,60,61,66,69,74,75,79,80
8/15/01,02,04,08,10,14,20,24,26,30,36,41,50,52,56,58,61,63,70,71,78
8/14/01,01,06,07,10,12,31,34,35,36,45,48,49,55,57,60,61,62,70,77,80
8/13/01,02,05,15,23,32,36,39,43,44,45,46,47,51,52,54,59,70,72,76,79
8/12/01,04,05,08,10,15,20,24,25,29,30,33,34,46,48,66,71,72,73,77,80
8/11/01,06,08,09,11,19,20,25,29,32,33,35,40,44,49,52,63,68,76,77,79
8/10/01,04,07,08,10,11,16,27,30,34,37,40,46,52,54,57,65,67,71,76,77
8/9/01,01,04,11,14,17,32,36,38,39,46,53,59,63,65,67,68,71,72,75,76
8/8/01,03,06,12,16,19,21,26,37,41,43,47,54,63,64,72,75,76,78,79,80
8/7/01,02,04,07,26,31,32,34,38,47,48,50,58,60,68,73,74,76,77,78,80
8/6/01,05,10,13,16,19,25,28,31,40,44,45,49,51,53,57,60,62,67,70,75
8/5/01,03,04,05,09,12,14,15,21,25,34,35,36,50,54,59,60,61,67,71,75
8/4/01,01,03,07,17,21,23,24,33,34,35,36,39,45,47,57,61,65,70,72,73
8/3/01,01,14,15,20,25,33,37,46,49,50,53,54,56,57,59,67,73,75,78,79
8/2/01,04,10,13,14,15,22,35,40,43,44,46,51,52,53,55,56,58,59,60,67
8/1/01,02,03,04,05,07,10,12,15,24,30,31,36,39,43,44,54,59,67,68,69
7/31/01,01,02,05,09,21,22,24,25,26,28,37,38,42,56,58,59,64,67,74,77
7/30/01,03,05,13,14,17,28,34,35,38,40,41,43,50,54,58,64,65,67,73,75
7/29/01,02,04,07,09,10,11,15,17,21,28,34,40,46,52,54,55,56,57,65,70
7/28/01,05,15,16,30,32,37,44,46,47,49,51,53,55,59,62,64,67,70,74,77
7/27/01,01,07,10,11,16,20,23,25,26,33,39,40,41,46,49,53,57,72,76,78
7/26/01,02,05,08,17,24,26,28,31,38,42,44,46,56,58,63,64,68,71,72,77
7/25/01,01,05,11,16,19,28,30,33,34,44,46,51,54,59,62,65,69,71,77,78
7/24/01,01,04,18,22,24,33,35,36,38,43,45,49,53,59,65,66,67,68,74,77
7/23/01,12,17,18,22,23,25,32,34,45,50,52,55,57,58,62,75,76,78,79,80
7/22/01,01,03,07,10,31,34,36,43,48,49,51,52,56,58,63,67,68,71,76,80
7/21/01,03,07,11,15,19,26,33,37,38,40,44,47,58,60,63,69,70,72,78,79
7/20/01,06,09,13,14,19,22,35,40,45,47,48,49,50,56,65,68,72,74,76,77
7/19/01,01,04,08,11,14,17,21,23,30,40,43,48,52,56,58,60,65,66,70,80
7/18/01,01,22,29,33,34,41,42,45,47,52,53,59,62,64,69,74,75,76,77,78
7/17/01,01,04,08,09,15,20,23,28,31,32,39,40,41,51,54,56,60,63,78,80
7/16/01,07,08,20,21,23,30,32,39,41,43,48,56,57,59,61,62,63,71,73,80
7/15/01,01,03,08,13,17,20,21,24,26,35,48,49,51,53,57,65,67,69,76,78
7/14/01,09,12,13,14,17,27,30,31,36,40,41,43,46,56,59,61,66,67,72,79
7/13/01,06,08,20,21,30,36,38,39,43,50,55,59,63,64,65,68,71,72,74,79
7/12/01,01,02,03,07,09,13,15,17,25,26,39,41,42,44,47,52,59,61,67,71
7/11/01,01,02,03,05,13,18,22,32,36,39,49,50,51,52,57,68,72,73,78,80
7/10/01,02,03,11,19,20,26,32,33,39,44,50,51,53,62,65,66,71,72,73,74
7/9/01,02,03,05,10,11,15,23,37,45,46,52,53,57,59,60,63,71,72,75,78
7/8/01,01,15,18,20,26,30,31,32,34,37,43,44,46,47,49,58,60,62,67,68
7/7/01,07,09,13,19,26,28,29,30,31,32,38,49,50,53,56,62,70,71,73,78
7/6/01,03,09,12,15,20,24,35,40,43,49,52,55,58,59,62,67,68,76,78,79
7/5/01,03,07,09,23,32,34,35,41,43,44,46,53,65,67,68,70,74,75,76,79
7/4/01,01,02,06,21,27,29,32,33,37,38,46,54,56,59,67,69,70,74,75,76
7/3/01,04,09,14,15,18,22,24,27,30,36,37,38,39,40,43,54,56,68,69,70
7/2/01,02,16,17,22,30,32,33,39,40,41,45,46,52,56,59,61,67,70,73,76
7/1/01,01,04,10,14,17,22,23,27,40,41,43,49,50,63,65,66,75,76,79,80
6/30/01,08,15,19,21,25,26,29,36,40,47,49,51,52,56,57,58,60,67,71,79
6/29/01,01,02,04,06,08,10,16,18,22,26,30,35,37,52,58,63,67,73,74,75
6/28/01,01,02,04,06,11,15,16,17,19,20,24,34,35,43,50,55,60,64,69,71
6/27/01,02,07,13,16,18,26,27,34,37,38,44,48,58,60,61,64,65,73,78,79
6/26/01,04,09,12,13,14,15,18,20,27,28,32,34,37,44,52,56,59,64,72,79
6/25/01,03,04,08,09,11,23,26,27,34,36,40,51,58,61,62,63,65,67,70,75
6/24/01,02,05,06,08,12,13,15,18,26,33,38,45,47,48,50,64,67,68,74,76
6/23/01,10,22,23,26,29,31,37,40,41,42,43,50,51,53,57,59,68,73,79,80
6/22/01,04,06,10,14,18,21,22,24,27,30,40,46,54,58,68,71,72,75,78,80
6/21/01,09,10,12,15,18,19,20,21,22,35,37,40,53,56,58,64,68,71,73,78
6/20/01,01,02,03,09,11,17,23,25,26,32,35,41,42,49,62,67,69,75,76,79
6/19/01,01,07,08,10,12,16,17,18,33,39,46,54,58,65,66,67,68,71,74,76
6/18/01,01,11,14,19,20,24,39,47,50,52,53,54,55,58,71,72,74,76,78,80
6/17/01,01,10,12,15,16,19,24,34,36,40,46,50,51,55,59,64,71,72,74,80
6/16/01,07,09,24,32,37,38,43,45,46,49,50,54,55,57,60,61,62,64,71,78
6/15/01,04,05,06,08,17,21,27,28,29,38,46,49,55,56,65,66,68,73,77,80
6/14/01,02,03,06,09,12,16,19,30,31,32,33,37,40,49,50,63,71,73,77,80
6/13/01,12,15,20,31,35,36,40,41,46,48,51,52,53,54,57,58,60,62,72,75
6/12/01,02,03,04,08,16,20,22,26,27,40,46,50,53,56,61,62,63,69,75,79
6/11/01,06,07,08,18,20,23,26,28,29,38,39,41,44,48,54,55,60,64,72,79
6/10/01,03,05,07,10,11,20,22,23,24,27,30,53,59,65,66,70,72,73,75,79
6/9/01,05,09,15,16,18,20,31,36,46,50,52,59,64,65,69,70,74,76,78,80
6/8/01,05,07,09,11,14,15,17,20,23,30,37,39,42,47,55,57,65,68,73,80
6/7/01,02,04,05,13,19,20,24,26,30,33,43,45,52,55,56,66,69,76,79,80
6/6/01,01,03,05,06,13,14,24,26,30,33,43,48,53,56,61,63,67,71,76,79
6/5/01,04,16,17,26,29,34,37,40,42,43,45,48,50,57,65,66,68,73,77,78
6/4/01,02,03,06,23,29,30,33,37,40,41,55,56,58,59,63,70,74,77,78,79
6/3/01,07,10,11,13,16,23,28,30,35,37,42,46,49,51,54,56,57,59,60,74
6/2/01,01,04,06,10,12,21,25,28,33,36,39,42,56,57,63,64,68,71,74,77
6/1/01,02,16,17,20,24,26,31,36,42,43,47,49,53,56,61,67,70,72,75,80
5/31/01,02,14,20,23,25,28,31,32,34,42,43,49,50,52,55,58,66,75,76,80
5/30/01,09,13,15,18,21,22,28,29,30,32,35,40,44,49,62,66,67,68,74,75
5/29/01,01,03,04,06,07,08,09,15,21,31,51,53,54,62,70,72,74,76,77,79
5/28/01,03,08,09,13,15,16,17,33,35,41,44,49,53,61,62,63,67,71,78,79
5/27/01,02,03,14,15,25,36,37,39,40,42,43,53,55,59,63,67,69,70,73,75
5/26/01,03,06,14,17,22,24,25,29,32,33,45,50,56,58,60,63,66,71,72,76
5/25/01,11,22,26,27,29,30,31,33,37,41,42,47,51,52,53,60,61,65,70,80
5/24/01,02,06,08,09,10,13,16,30,34,40,41,45,47,50,52,53,55,59,79,80
5/23/01,02,06,15,19,23,27,36,37,45,48,51,53,57,58,63,70,71,72,75,79
5/22/01,02,03,21,24,27,29,33,35,38,39,47,48,51,59,60,62,67,73,75,76
5/21/01,07,08,10,12,21,28,32,37,39,40,50,56,60,61,62,63,67,71,73,75
5/20/01,08,09,12,15,16,19,31,40,42,47,49,51,59,60,61,66,67,74,75,77
5/19/01,07,12,15,17,19,20,24,27,28,31,38,41,51,53,55,57,63,65,75,80
5/18/01,06,08,11,13,19,20,32,34,36,44,46,47,49,50,51,57,61,63,64,78
5/17/01,03,07,13,15,16,19,23,27,36,39,40,43,56,60,61,65,66,74,75,77
5/16/01,07,11,12,13,19,20,22,33,36,39,44,46,51,55,58,61,70,72,73,78
5/15/01,05,06,08,16,18,20,25,38,39,45,47,50,60,61,69,72,73,76,77,79
5/14/01,02,03,09,12,14,18,22,24,27,35,39,45,49,54,58,59,61,64,66,71
5/13/01,02,04,06,07,12,18,19,22,33,36,47,48,49,51,61,62,63,66,74,76
5/12/01,01,04,05,07,09,11,14,24,29,34,39,45,48,60,64,66,72,73,77,78
5/11/01,03,20,23,28,29,30,31,34,35,37,39,45,53,56,59,64,65,70,75,79
5/10/01,01,03,04,08,14,19,26,28,30,43,48,52,53,57,64,66,70,72,78,79
5/9/01,03,12,17,22,23,24,30,32,36,38,39,43,50,51,54,59,63,66,70,78
5/8/01,02,05,06,09,24,35,39,41,42,43,44,50,62,64,66,67,70,71,73,75
5/7/01,03,04,06,09,11,12,20,34,35,38,45,48,59,62,63,66,73,78,79,80
5/6/01,03,10,13,16,17,20,39,45,47,51,52,55,56,60,61,62,64,71,72,73
5/5/01,05,06,09,12,14,15,18,19,33,35,36,40,42,50,58,59,61,73,75,76
5/4/01,01,03,08,09,21,25,26,27,29,33,34,38,42,44,49,52,59,65,67,75
5/3/01,06,07,08,17,26,28,29,38,39,42,44,48,49,52,53,60,64,73,76,77
5/2/01,03,06,08,13,19,20,24,30,31,39,43,53,54,55,62,69,70,71,73,79
